target_condition,metric,repeat_id,input_id,source,source_prediction_id,source_parsing_status,independent_model_call
geometric_grounding,Mass_MnRE,2,000017_000010,SiPhy,af2777e55ced579c07731f2da988c118b10faa84b8d5c2d00ddd60e1139bf438,PARSED,False
ours_full,Mass_MnRE,2,000017_000010,SiPhy,af2777e55ced579c07731f2da988c118b10faa84b8d5c2d00ddd60e1139bf438,PARSED,False
geometric_grounding,Mass_MnRE,2,000017_000035,SiPhy,8cdcaefaaf79905c8e9dd25c8ea1cf309861d07aa39a4e3a38dbbdc6027627f8,PARSED,False
ours_full,Mass_MnRE,2,000017_000035,SiPhy,8cdcaefaaf79905c8e9dd25c8ea1cf309861d07aa39a4e3a38dbbdc6027627f8,PARSED,False
geometric_grounding,Mass_MnRE,2,000018_000010,SiPhy,d507ea3dc81c69157d086d778dc793efc0e6710e2e8912a53f415c53cd6a02d7,PARSED,False
ours_full,Mass_MnRE,2,000018_000010,SiPhy,d507ea3dc81c69157d086d778dc793efc0e6710e2e8912a53f415c53cd6a02d7,PARSED,False
geometric_grounding,Mass_MnRE,2,000018_000040,SiPhy,44712d7c3ba457e49c4b0a486dfec06b430db67a1ddc68984b66fbfa1a196fa8,PARSED,False
ours_full,Mass_MnRE,2,000018_000040,SiPhy,44712d7c3ba457e49c4b0a486dfec06b430db67a1ddc68984b66fbfa1a196fa8,PARSED,False
geometric_grounding,Mass_MnRE,2,000019_000010,SiPhy,c856d7d2319c79327022653378a1d34fc899e5509035c551625580517bbdc981,PARSED,False
ours_full,Mass_MnRE,2,000019_000010,SiPhy,c856d7d2319c79327022653378a1d34fc899e5509035c551625580517bbdc981,PARSED,False
geometric_grounding,Mass_MnRE,2,000019_000040,SiPhy,9d7f35d42c52e52efdef3e706de5501528d840f7228918c314302aa870b12972,PARSED,False
ours_full,Mass_MnRE,2,000019_000040,SiPhy,9d7f35d42c52e52efdef3e706de5501528d840f7228918c314302aa870b12972,PARSED,False
geometric_grounding,Mass_MnRE,2,000020_000010,SiPhy,4f30e6d8ade21f5d9b006b893dda1d21de54e914a1456fdaa3b0763e902d2e14,PARSED,False
ours_full,Mass_MnRE,2,000020_000010,SiPhy,4f30e6d8ade21f5d9b006b893dda1d21de54e914a1456fdaa3b0763e902d2e14,PARSED,False
geometric_grounding,Mass_MnRE,2,000020_000040,SiPhy,7b2c0861198d0966b75716e0bfb2f688f772d4b06cb12e561684854185cfada5,PARSED,False
ours_full,Mass_MnRE,2,000020_000040,SiPhy,7b2c0861198d0966b75716e0bfb2f688f772d4b06cb12e561684854185cfada5,PARSED,False
geometric_grounding,Mass_MnRE,2,000021_000010,SiPhy,1d89709fab3fd3957539d6d66efabbe27408d305da792524b1cc39fcd751b0a8,PARSED,False
ours_full,Mass_MnRE,2,000021_000010,SiPhy,1d89709fab3fd3957539d6d66efabbe27408d305da792524b1cc39fcd751b0a8,PARSED,False
geometric_grounding,Mass_MnRE,2,000021_000040,SiPhy,cd6bf7d8cc4384e35d3541f463a6e3b3903a7dc342512f145ec87e492fbf5602,PARSED,False
ours_full,Mass_MnRE,2,000021_000040,SiPhy,cd6bf7d8cc4384e35d3541f463a6e3b3903a7dc342512f145ec87e492fbf5602,PARSED,False
geometric_grounding,Mass_MnRE,2,000022_000010,SiPhy,bfdc63e6021335367a01372e89a211a89f6d82abee01c2674ebab23df878bf7e,PARSED,False
ours_full,Mass_MnRE,2,000022_000010,SiPhy,bfdc63e6021335367a01372e89a211a89f6d82abee01c2674ebab23df878bf7e,PARSED,False
geometric_grounding,Mass_MnRE,2,000022_000040,SiPhy,9df687e590f11c0c9a685525c5a43f227b6f040bc044aea4182722b02bd95cd7,PARSED,False
ours_full,Mass_MnRE,2,000022_000040,SiPhy,9df687e590f11c0c9a685525c5a43f227b6f040bc044aea4182722b02bd95cd7,PARSED,False
geometric_grounding,Mass_MnRE,2,000023_000010,SiPhy,fa8474124fd53e349f9f3c7c708d30558f5e11fa3c86c5b081ca5f2241b39905,PARSED,False
ours_full,Mass_MnRE,2,000023_000010,SiPhy,fa8474124fd53e349f9f3c7c708d30558f5e11fa3c86c5b081ca5f2241b39905,PARSED,False
geometric_grounding,Mass_MnRE,2,000023_000040,SiPhy,6b076091c17455a3fe3a0dd8de3412c15e73b4b96480ae6d6e8f19d54dba8093,PARSED,False
ours_full,Mass_MnRE,2,000023_000040,SiPhy,6b076091c17455a3fe3a0dd8de3412c15e73b4b96480ae6d6e8f19d54dba8093,PARSED,False
geometric_grounding,Mass_MnRE,2,000024_000010,SiPhy,096e0c90ef018047cbaa1c75b686ec197acd3f9184c41809df4b288f20351720,PARSED,False
ours_full,Mass_MnRE,2,000024_000010,SiPhy,096e0c90ef018047cbaa1c75b686ec197acd3f9184c41809df4b288f20351720,PARSED,False
geometric_grounding,Mass_MnRE,2,000024_000040,SiPhy,7223dc60678d826008cc0b1d5919a4fc7fa461194203fda43e348541d03c648b,PARSED,False
ours_full,Mass_MnRE,2,000024_000040,SiPhy,7223dc60678d826008cc0b1d5919a4fc7fa461194203fda43e348541d03c648b,PARSED,False
geometric_grounding,Mass_MnRE,3,000000_000010,SiPhy,fe2dee6fa0729069d183f35e4f0cb9acd327d8523c5e3440c1b158803243b3a0,PARSED,False
ours_full,Mass_MnRE,3,000000_000010,SiPhy,fe2dee6fa0729069d183f35e4f0cb9acd327d8523c5e3440c1b158803243b3a0,PARSED,False
geometric_grounding,Mass_MnRE,3,000000_000040,SiPhy,ca0069f7a0f2a4160483e013fddacd1e08d9cc20e89e1fed1ea9741b98782730,PARSED,False
ours_full,Mass_MnRE,3,000000_000040,SiPhy,ca0069f7a0f2a4160483e013fddacd1e08d9cc20e89e1fed1ea9741b98782730,PARSED,False
geometric_grounding,Mass_MnRE,3,000001_000010,SiPhy,24de56352fc77a03398aae4972f5643eecf5f210cca90dcabfa1783857884696,PARSED,False
ours_full,Mass_MnRE,3,000001_000010,SiPhy,24de56352fc77a03398aae4972f5643eecf5f210cca90dcabfa1783857884696,PARSED,False
geometric_grounding,Mass_MnRE,3,000001_000040,SiPhy,d1a0765a5bdf04c28e4178a6c703da5df815ac525b3ece1ae3279f24db0b87d4,PARSED,False
ours_full,Mass_MnRE,3,000001_000040,SiPhy,d1a0765a5bdf04c28e4178a6c703da5df815ac525b3ece1ae3279f24db0b87d4,PARSED,False
geometric_grounding,Mass_MnRE,3,000002_000010,SiPhy,2a2c0d4181ccda427ebd84b0df7d9a7b947e8bdbe5dfa78d3e61961b8304ac00,PARSED,False
ours_full,Mass_MnRE,3,000002_000010,SiPhy,2a2c0d4181ccda427ebd84b0df7d9a7b947e8bdbe5dfa78d3e61961b8304ac00,PARSED,False
geometric_grounding,Mass_MnRE,3,000002_000040,SiPhy,5c32c16f42aa2739ce9d79acce6a5b9cc4d7113b109a980a8d8d847d6cad9dc1,PARSED,False
ours_full,Mass_MnRE,3,000002_000040,SiPhy,5c32c16f42aa2739ce9d79acce6a5b9cc4d7113b109a980a8d8d847d6cad9dc1,PARSED,False
geometric_grounding,Mass_MnRE,3,000003_000010,SiPhy,bafea74d75a4090caef5160cb37a03f3263c0e73905fbf80d6e2d7556bd72292,PARSED,False
ours_full,Mass_MnRE,3,000003_000010,SiPhy,bafea74d75a4090caef5160cb37a03f3263c0e73905fbf80d6e2d7556bd72292,PARSED,False
geometric_grounding,Mass_MnRE,3,000003_000040,SiPhy,b76f6b3abb2a7406956bb5b425a0678f5c4db14e1b7350ee872ee404180b63ed,PARSED,False
ours_full,Mass_MnRE,3,000003_000040,SiPhy,b76f6b3abb2a7406956bb5b425a0678f5c4db14e1b7350ee872ee404180b63ed,PARSED,False
geometric_grounding,Mass_MnRE,3,000004_000010,SiPhy,631aff6a377b950b028a58885a36212a741ae27f595faab89aa5175d7dd1d20f,PARSED,False
ours_full,Mass_MnRE,3,000004_000010,SiPhy,631aff6a377b950b028a58885a36212a741ae27f595faab89aa5175d7dd1d20f,PARSED,False
geometric_grounding,Mass_MnRE,3,000004_000040,SiPhy,f78b21f81bc08665d85aee81cbc0da55c9d62f1768b1ee09e8b30ac46df735f9,PARSED,False
ours_full,Mass_MnRE,3,000004_000040,SiPhy,f78b21f81bc08665d85aee81cbc0da55c9d62f1768b1ee09e8b30ac46df735f9,PARSED,False
geometric_grounding,Mass_MnRE,3,000005_000010,SiPhy,3697f9b596b2a138dbe05b80c1a21804f7394742122d570094d8587db9dcf484,PARSED,False
ours_full,Mass_MnRE,3,000005_000010,SiPhy,3697f9b596b2a138dbe05b80c1a21804f7394742122d570094d8587db9dcf484,PARSED,False
geometric_grounding,Mass_MnRE,3,000005_000040,SiPhy,1079f1f741ff0839b696478953d3f5258d3b644c564f2503cb30d70b23e7e5a6,PARSED,False
ours_full,Mass_MnRE,3,000005_000040,SiPhy,1079f1f741ff0839b696478953d3f5258d3b644c564f2503cb30d70b23e7e5a6,PARSED,False
geometric_grounding,Mass_MnRE,3,000006_000010,SiPhy,9baf51630a61c4760986b95682b9f022b5ec4cf0deb3009bee470736883a4a3e,PARSED,False
ours_full,Mass_MnRE,3,000006_000010,SiPhy,9baf51630a61c4760986b95682b9f022b5ec4cf0deb3009bee470736883a4a3e,PARSED,False
geometric_grounding,Mass_MnRE,3,000006_000040,SiPhy,c521a8bfbb8885eed07eba4880aed967920a75d5a932f843065ad83c9b306a89,PARSED,False
ours_full,Mass_MnRE,3,000006_000040,SiPhy,c521a8bfbb8885eed07eba4880aed967920a75d5a932f843065ad83c9b306a89,PARSED,False
geometric_grounding,Mass_MnRE,3,000007_000010,SiPhy,c4cb5b194aa3aa363e0a85b3c6cbc40735d45ffd268d2d9ee8ee589138d1b6c4,PARSED,False
ours_full,Mass_MnRE,3,000007_000010,SiPhy,c4cb5b194aa3aa363e0a85b3c6cbc40735d45ffd268d2d9ee8ee589138d1b6c4,PARSED,False
geometric_grounding,Mass_MnRE,3,000007_000040,SiPhy,14b4d538d6c3a867314939887c809104be17ce74f3de8773c338c1948ecd4d7e,PARSED,False
ours_full,Mass_MnRE,3,000007_000040,SiPhy,14b4d538d6c3a867314939887c809104be17ce74f3de8773c338c1948ecd4d7e,PARSED,False
geometric_grounding,Mass_MnRE,3,000008_000010,SiPhy,5b5a56e74b061ce49b89be3a2123b127545e8dbbab3d3ccab48856ea1b521e90,PARSED,False
ours_full,Mass_MnRE,3,000008_000010,SiPhy,5b5a56e74b061ce49b89be3a2123b127545e8dbbab3d3ccab48856ea1b521e90,PARSED,False
geometric_grounding,Mass_MnRE,3,000008_000040,SiPhy,a98290a02542321b1b4974098256532f532db29b4fcd560616465191ecf5bd08,PARSED,False
ours_full,Mass_MnRE,3,000008_000040,SiPhy,a98290a02542321b1b4974098256532f532db29b4fcd560616465191ecf5bd08,PARSED,False
geometric_grounding,Mass_MnRE,3,000009_000010,SiPhy,37da5e228ccfe47663d3c6c65bcaa5682885f6978526fac5673ce77188b7cc2f,PARSED,False
ours_full,Mass_MnRE,3,000009_000010,SiPhy,37da5e228ccfe47663d3c6c65bcaa5682885f6978526fac5673ce77188b7cc2f,PARSED,False
geometric_grounding,Mass_MnRE,3,000009_000040,SiPhy,3162831a1099c54390d53bca3dcc35c7ec2737172920a71fcf19fcdd7f427bac,PARSED,False
ours_full,Mass_MnRE,3,000009_000040,SiPhy,3162831a1099c54390d53bca3dcc35c7ec2737172920a71fcf19fcdd7f427bac,PARSED,False
geometric_grounding,Mass_MnRE,3,000010_000010,SiPhy,e99a84b192f49f71aa43787f5903faabe603d7cae0d9c4cfc49f507b5033b2a3,PARSED,False
ours_full,Mass_MnRE,3,000010_000010,SiPhy,e99a84b192f49f71aa43787f5903faabe603d7cae0d9c4cfc49f507b5033b2a3,PARSED,False
geometric_grounding,Mass_MnRE,3,000010_000040,SiPhy,89501184e8395d8d3cb6761bb4ff6043f1762c7a226327122e9a4ef51bb86125,PARSED,False
ours_full,Mass_MnRE,3,000010_000040,SiPhy,89501184e8395d8d3cb6761bb4ff6043f1762c7a226327122e9a4ef51bb86125,PARSED,False
geometric_grounding,Mass_MnRE,3,000011_000010,SiPhy,b23cc1f4718f01720b1e31094eb38b913f0c1e6d983cd8dbf30d8ff9f6842946,PARSED,False
ours_full,Mass_MnRE,3,000011_000010,SiPhy,b23cc1f4718f01720b1e31094eb38b913f0c1e6d983cd8dbf30d8ff9f6842946,PARSED,False
geometric_grounding,Mass_MnRE,3,000011_000040,SiPhy,f143ac1377ab921356b55a08ca9e121a38a132a6ae15c0557a6741d30a55d130,PARSED,False
ours_full,Mass_MnRE,3,000011_000040,SiPhy,f143ac1377ab921356b55a08ca9e121a38a132a6ae15c0557a6741d30a55d130,PARSED,False
geometric_grounding,Mass_MnRE,3,000012_000010,SiPhy,0bd2e8ba339e8f603b228a78e34af4c9ad5baee1303e14e3f1165981baa68d2d,PARSED,False
ours_full,Mass_MnRE,3,000012_000010,SiPhy,0bd2e8ba339e8f603b228a78e34af4c9ad5baee1303e14e3f1165981baa68d2d,PARSED,False
geometric_grounding,Mass_MnRE,3,000012_000040,SiPhy,6d721e5de7408d6467e3bb347a6f7f86dfc871d4fe411ea80bab7d65da3f6990,PARSED,False
ours_full,Mass_MnRE,3,000012_000040,SiPhy,6d721e5de7408d6467e3bb347a6f7f86dfc871d4fe411ea80bab7d65da3f6990,PARSED,False
geometric_grounding,Mass_MnRE,3,000013_000010,SiPhy,fe1192f56ed385c7af377a1dadb9f01c2c8eae9bf8153b03c4cac6aafc5aa38e,PARSED,False
ours_full,Mass_MnRE,3,000013_000010,SiPhy,fe1192f56ed385c7af377a1dadb9f01c2c8eae9bf8153b03c4cac6aafc5aa38e,PARSED,False
geometric_grounding,Mass_MnRE,3,000013_000040,SiPhy,0471ccc8e39adad71cafb8f3e0519eafde71621c083fda0eefdf71b076d8de53,PARSED,False
ours_full,Mass_MnRE,3,000013_000040,SiPhy,0471ccc8e39adad71cafb8f3e0519eafde71621c083fda0eefdf71b076d8de53,PARSED,False
geometric_grounding,Mass_MnRE,3,000014_000010,SiPhy,339b2a3c185e9621b99ac7af473e3e8d93c13b060ac544f41dc91187936c4523,PARSED,False
ours_full,Mass_MnRE,3,000014_000010,SiPhy,339b2a3c185e9621b99ac7af473e3e8d93c13b060ac544f41dc91187936c4523,PARSED,False
geometric_grounding,Mass_MnRE,3,000014_000040,SiPhy,e69fdd74aacf4bacc0baa59ebc8f096cf998af4e85630941b761f20f6501902e,PARSED,False
ours_full,Mass_MnRE,3,000014_000040,SiPhy,e69fdd74aacf4bacc0baa59ebc8f096cf998af4e85630941b761f20f6501902e,PARSED,False
geometric_grounding,Mass_MnRE,3,000015_000010,SiPhy,d98d7b7940fd1117cd1d009899aceeacc305e91dd3d8868ee23a9e2580bc119a,PARSED,False
ours_full,Mass_MnRE,3,000015_000010,SiPhy,d98d7b7940fd1117cd1d009899aceeacc305e91dd3d8868ee23a9e2580bc119a,PARSED,False
geometric_grounding,Mass_MnRE,3,000015_000040,SiPhy,26f626071def62c5e819318b142fd551410fde087e181d6ad77726634eee1967,PARSED,False
ours_full,Mass_MnRE,3,000015_000040,SiPhy,26f626071def62c5e819318b142fd551410fde087e181d6ad77726634eee1967,PARSED,False
geometric_grounding,Mass_MnRE,3,000016_000010,SiPhy,21bb1a200d0c55e8eec4056b02a753110e4c9452b094ed926d1e311a6f13259e,PARSED,False
ours_full,Mass_MnRE,3,000016_000010,SiPhy,21bb1a200d0c55e8eec4056b02a753110e4c9452b094ed926d1e311a6f13259e,PARSED,False
geometric_grounding,Mass_MnRE,3,000016_000040,SiPhy,287c83587c64723121f94b826bcac304c79f90ec7c98ad272c2bd24154781ebf,PARSED,False
ours_full,Mass_MnRE,3,000016_000040,SiPhy,287c83587c64723121f94b826bcac304c79f90ec7c98ad272c2bd24154781ebf,PARSED,False
geometric_grounding,Mass_MnRE,3,000017_000010,SiPhy,6f798ae7cc8973b70801c277a2880bac468816eff395cd07108088da4933e938,PARSED,False
ours_full,Mass_MnRE,3,000017_000010,SiPhy,6f798ae7cc8973b70801c277a2880bac468816eff395cd07108088da4933e938,PARSED,False
geometric_grounding,Mass_MnRE,3,000017_000035,SiPhy,4fc1aaf03ded48fa7bb871301369b2ffdcd33ef128e045bdd0fb66e7e60f796e,PARSED,False
ours_full,Mass_MnRE,3,000017_000035,SiPhy,4fc1aaf03ded48fa7bb871301369b2ffdcd33ef128e045bdd0fb66e7e60f796e,PARSED,False
geometric_grounding,Mass_MnRE,3,000018_000010,SiPhy,58bb6e4fe99ff31dc6cdeaece22837d03dc267292a06230a2062d341ab3a4403,PARSED,False
ours_full,Mass_MnRE,3,000018_000010,SiPhy,58bb6e4fe99ff31dc6cdeaece22837d03dc267292a06230a2062d341ab3a4403,PARSED,False
geometric_grounding,Mass_MnRE,3,000018_000040,SiPhy,cdeb795aaeeacd0ab1365aa1651a42f381515459a6b846bc7ebfab5345863853,PARSED,False
ours_full,Mass_MnRE,3,000018_000040,SiPhy,cdeb795aaeeacd0ab1365aa1651a42f381515459a6b846bc7ebfab5345863853,PARSED,False
geometric_grounding,Mass_MnRE,3,000019_000010,SiPhy,49004bc425f7c953e4c9eb5129bac99019aadc4f331ace6755966cfd80301bd0,PARSED,False
ours_full,Mass_MnRE,3,000019_000010,SiPhy,49004bc425f7c953e4c9eb5129bac99019aadc4f331ace6755966cfd80301bd0,PARSED,False
geometric_grounding,Mass_MnRE,3,000019_000040,SiPhy,095af041c78147606560fff9062a20868ef6d653ab7244178876216fffce5b58,PARSED,False
ours_full,Mass_MnRE,3,000019_000040,SiPhy,095af041c78147606560fff9062a20868ef6d653ab7244178876216fffce5b58,PARSED,False
geometric_grounding,Mass_MnRE,3,000020_000010,SiPhy,400f1f4bd911ca7a2b2f237acf259b4ed0a7259afab8bc7ff0fea46e95036c2e,PARSED,False
ours_full,Mass_MnRE,3,000020_000010,SiPhy,400f1f4bd911ca7a2b2f237acf259b4ed0a7259afab8bc7ff0fea46e95036c2e,PARSED,False
geometric_grounding,Mass_MnRE,3,000020_000040,SiPhy,6bc13f4b154c87df5599f5a634568b661afc1afcc275a92b59aa29210413fbce,PARSED,False
ours_full,Mass_MnRE,3,000020_000040,SiPhy,6bc13f4b154c87df5599f5a634568b661afc1afcc275a92b59aa29210413fbce,PARSED,False
geometric_grounding,Mass_MnRE,3,000021_000010,SiPhy,3714dd387004ce2065ea6d63cf83f26f0dcdc7d163805eafa5e212d1833bb937,PARSED,False
ours_full,Mass_MnRE,3,000021_000010,SiPhy,3714dd387004ce2065ea6d63cf83f26f0dcdc7d163805eafa5e212d1833bb937,PARSED,False
geometric_grounding,Mass_MnRE,3,000021_000040,SiPhy,9f34e2fb9aa7aef0b196f54c9437470fa6f98a171dd6e1fedb9f26bedd7ead2b,PARSED,False
ours_full,Mass_MnRE,3,000021_000040,SiPhy,9f34e2fb9aa7aef0b196f54c9437470fa6f98a171dd6e1fedb9f26bedd7ead2b,PARSED,False
geometric_grounding,Mass_MnRE,3,000022_000010,SiPhy,2fcc5c697c4454f39167057b6c4350ae1b526dc363874b4920014d3f66837ee1,PARSED,False
ours_full,Mass_MnRE,3,000022_000010,SiPhy,2fcc5c697c4454f39167057b6c4350ae1b526dc363874b4920014d3f66837ee1,PARSED,False
geometric_grounding,Mass_MnRE,3,000022_000040,SiPhy,195b1881165de3158441d0557c37b48870c6806ed985ffa216e8231fa27d1b9a,PARSED,False
ours_full,Mass_MnRE,3,000022_000040,SiPhy,195b1881165de3158441d0557c37b48870c6806ed985ffa216e8231fa27d1b9a,PARSED,False
geometric_grounding,Mass_MnRE,3,000023_000010,SiPhy,a5eaa8267df1bd3a435687580604951143b742a27cc300dd13ba41ef0cfb4045,PARSED,False
ours_full,Mass_MnRE,3,000023_000010,SiPhy,a5eaa8267df1bd3a435687580604951143b742a27cc300dd13ba41ef0cfb4045,PARSED,False
geometric_grounding,Mass_MnRE,3,000023_000040,SiPhy,a7c571d6b5627532bb7745e317c13333143189f15f55d41cd6070e486dcfb8d5,PARSED,False
ours_full,Mass_MnRE,3,000023_000040,SiPhy,a7c571d6b5627532bb7745e317c13333143189f15f55d41cd6070e486dcfb8d5,PARSED,False
geometric_grounding,Mass_MnRE,3,000024_000010,SiPhy,f9bc98bced38ded97d8fd1de1f9a7c0dc335a00ae0226a6602a28445a393fd13,PARSED,False
ours_full,Mass_MnRE,3,000024_000010,SiPhy,f9bc98bced38ded97d8fd1de1f9a7c0dc335a00ae0226a6602a28445a393fd13,PARSED,False
geometric_grounding,Mass_MnRE,3,000024_000040,SiPhy,a73bb2e0a17c6e7db6139b61d542f15b1f5809f969b7fc15e3add93a8bf58f94,PARSED,False
ours_full,Mass_MnRE,3,000024_000040,SiPhy,a73bb2e0a17c6e7db6139b61d542f15b1f5809f969b7fc15e3add93a8bf58f94,PARSED,False
geometric_grounding,Mass_MnRE,4,000000_000010,SiPhy,01b29e185728136d77853a3e96897a6bb16d132c3a06a9cb1a776cd5b21ba127,PARSED,False
ours_full,Mass_MnRE,4,000000_000010,SiPhy,01b29e185728136d77853a3e96897a6bb16d132c3a06a9cb1a776cd5b21ba127,PARSED,False
geometric_grounding,Mass_MnRE,4,000000_000040,SiPhy,94759861d47fa3f24a0be9d281b45956a265e3538e155eb8ab4461177a8081c4,PARSED,False
ours_full,Mass_MnRE,4,000000_000040,SiPhy,94759861d47fa3f24a0be9d281b45956a265e3538e155eb8ab4461177a8081c4,PARSED,False
geometric_grounding,Mass_MnRE,4,000001_000010,SiPhy,a610d87fbd8a17c9cb2d9b4a10459ebe9e11d5adb4e7e42480f6a0c200000dbb,PARSED,False
ours_full,Mass_MnRE,4,000001_000010,SiPhy,a610d87fbd8a17c9cb2d9b4a10459ebe9e11d5adb4e7e42480f6a0c200000dbb,PARSED,False
geometric_grounding,Mass_MnRE,4,000001_000040,SiPhy,9cdcf31518dcefbfb4f9a4f425fc54b01d6341b77d7aad5910d5c7629bc51628,PARSED,False
ours_full,Mass_MnRE,4,000001_000040,SiPhy,9cdcf31518dcefbfb4f9a4f425fc54b01d6341b77d7aad5910d5c7629bc51628,PARSED,False
geometric_grounding,Mass_MnRE,4,000002_000010,SiPhy,f8a15f665147231402f11731d4894ab6aa4692bad6afc6b03d1ce7bd804219b0,PARSED,False
ours_full,Mass_MnRE,4,000002_000010,SiPhy,f8a15f665147231402f11731d4894ab6aa4692bad6afc6b03d1ce7bd804219b0,PARSED,False
geometric_grounding,Mass_MnRE,4,000002_000040,SiPhy,a6078ebb707527533cf37c653434d9709ca0a0682bcf908eb3fc8920ebf02bad,PARSED,False
ours_full,Mass_MnRE,4,000002_000040,SiPhy,a6078ebb707527533cf37c653434d9709ca0a0682bcf908eb3fc8920ebf02bad,PARSED,False
geometric_grounding,Mass_MnRE,4,000003_000010,SiPhy,e3941f1300b5b30ed970c0e08573b2284f848cfe81703ef499a5efe94a790ea8,PARSED,False
ours_full,Mass_MnRE,4,000003_000010,SiPhy,e3941f1300b5b30ed970c0e08573b2284f848cfe81703ef499a5efe94a790ea8,PARSED,False
geometric_grounding,Mass_MnRE,4,000003_000040,SiPhy,73c888d5d072731445870807b098594398420b0c77a5de0d00c3034193fc9938,PARSED,False
ours_full,Mass_MnRE,4,000003_000040,SiPhy,73c888d5d072731445870807b098594398420b0c77a5de0d00c3034193fc9938,PARSED,False
geometric_grounding,Mass_MnRE,4,000004_000010,SiPhy,2b6d26c9ec879e2848a0c0e8fff7a5d51c6e4a070a58fb2e3fef4411af435c98,PARSED,False
ours_full,Mass_MnRE,4,000004_000010,SiPhy,2b6d26c9ec879e2848a0c0e8fff7a5d51c6e4a070a58fb2e3fef4411af435c98,PARSED,False
geometric_grounding,Mass_MnRE,4,000004_000040,SiPhy,e280a1da851fef32fe03748c64281ae40132322ece7b7af309e7916ab9e2b334,PARSED,False
ours_full,Mass_MnRE,4,000004_000040,SiPhy,e280a1da851fef32fe03748c64281ae40132322ece7b7af309e7916ab9e2b334,PARSED,False
geometric_grounding,Mass_MnRE,4,000005_000010,SiPhy,6dfa6df3797f4a07e064c9c8c46bb0d842369b70298d60abb262936770900ce4,PARSED,False
ours_full,Mass_MnRE,4,000005_000010,SiPhy,6dfa6df3797f4a07e064c9c8c46bb0d842369b70298d60abb262936770900ce4,PARSED,False
geometric_grounding,Mass_MnRE,4,000005_000040,SiPhy,635e2e653faace8adfb9ab48f28e1a7425409dcd20d7b0b06f6b2fd85748187b,PARSED,False
ours_full,Mass_MnRE,4,000005_000040,SiPhy,635e2e653faace8adfb9ab48f28e1a7425409dcd20d7b0b06f6b2fd85748187b,PARSED,False
geometric_grounding,Mass_MnRE,4,000006_000010,SiPhy,88daabc704dbbbdfd23160fdfb61514d8613a5b0e51fc954781a40da1e461551,PARSED,False
ours_full,Mass_MnRE,4,000006_000010,SiPhy,88daabc704dbbbdfd23160fdfb61514d8613a5b0e51fc954781a40da1e461551,PARSED,False
geometric_grounding,Mass_MnRE,4,000006_000040,SiPhy,b3165f3a8957c1245d11feb38dfefeade9e777cec47279ce9fd8e044dc5ee545,PARSED,False
ours_full,Mass_MnRE,4,000006_000040,SiPhy,b3165f3a8957c1245d11feb38dfefeade9e777cec47279ce9fd8e044dc5ee545,PARSED,False
geometric_grounding,Mass_MnRE,4,000007_000010,SiPhy,ab2846435caa3b28434724467bd9e8fbd7b7dad9576355014ab59c302103c778,PARSED,False
ours_full,Mass_MnRE,4,000007_000010,SiPhy,ab2846435caa3b28434724467bd9e8fbd7b7dad9576355014ab59c302103c778,PARSED,False
geometric_grounding,Mass_MnRE,4,000007_000040,SiPhy,e7572224e6de96cda7910317aa47a2202b30d74b55965879687b814e7701ca94,PARSED,False
ours_full,Mass_MnRE,4,000007_000040,SiPhy,e7572224e6de96cda7910317aa47a2202b30d74b55965879687b814e7701ca94,PARSED,False
geometric_grounding,Mass_MnRE,4,000008_000010,SiPhy,d268ce3edeab9362d4ad60fcc8a9b36f1f72f9ea88c4f4e058fc2744852f22f8,PARSED,False
ours_full,Mass_MnRE,4,000008_000010,SiPhy,d268ce3edeab9362d4ad60fcc8a9b36f1f72f9ea88c4f4e058fc2744852f22f8,PARSED,False
geometric_grounding,Mass_MnRE,4,000008_000040,SiPhy,fc0999b03baec1932fa59141a15f8013e2521ec497f3692f639ee6a870f9d852,PARSED,False
ours_full,Mass_MnRE,4,000008_000040,SiPhy,fc0999b03baec1932fa59141a15f8013e2521ec497f3692f639ee6a870f9d852,PARSED,False
geometric_grounding,Mass_MnRE,4,000009_000010,SiPhy,3633e8c84644743e62aeb0b495f8b07ddc85330cade786a81e70b3a7d0d7de40,PARSED,False
ours_full,Mass_MnRE,4,000009_000010,SiPhy,3633e8c84644743e62aeb0b495f8b07ddc85330cade786a81e70b3a7d0d7de40,PARSED,False
geometric_grounding,Mass_MnRE,4,000009_000040,SiPhy,e456d76d5a0305f7fd41d209585b1c164600729ce9d73931b786a1a9da8a13d1,PARSED,False
ours_full,Mass_MnRE,4,000009_000040,SiPhy,e456d76d5a0305f7fd41d209585b1c164600729ce9d73931b786a1a9da8a13d1,PARSED,False
geometric_grounding,Mass_MnRE,4,000010_000010,SiPhy,774c40985be8191c834f77127f000b739bbc1cec1ed9fb817ce2da747096955c,PARSED,False
ours_full,Mass_MnRE,4,000010_000010,SiPhy,774c40985be8191c834f77127f000b739bbc1cec1ed9fb817ce2da747096955c,PARSED,False
geometric_grounding,Mass_MnRE,4,000010_000040,SiPhy,864e3a292fa42cbcb0268675b96f5f371187052ac11e4b3321419a8a79a9a32e,PARSED,False
ours_full,Mass_MnRE,4,000010_000040,SiPhy,864e3a292fa42cbcb0268675b96f5f371187052ac11e4b3321419a8a79a9a32e,PARSED,False
geometric_grounding,Mass_MnRE,4,000011_000010,SiPhy,0b3b5c6b3a2ce18a042c588979f4dfd94d1c5151f8a1842c8cf42975feb23ae4,PARSED,False
